date,product
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
2018-05-03,prod3032
